"cod_rgint";"interp_homem_60_69_2000";"interp_homem_60_69_2001";"interp_homem_60_69_2002";"interp_homem_60_69_2003";"interp_homem_60_69_2004";"interp_homem_60_69_2005";"interp_homem_60_69_2006";"interp_homem_60_69_2007";"interp_homem_60_69_2008";"interp_homem_60_69_2009";"interp_homem_60_69_2010";"interp_homem_60_69_2011";"interp_homem_60_69_2012";"interp_homem_60_69_2013";"interp_homem_60_69_2014";"interp_homem_60_69_2015";"interp_homem_60_69_2016";"interp_homem_60_69_2017";"interp_homem_60_69_2018";"interp_homem_60_69_2019";"interp_homem_60_69_2020";"interp_homem_60_69_2021";"interp_homem_60_69_2022";"interp_homem_60_69_2023";"interp_homem_60_60_2024";"interp_mulher_60_69_2000";"interp_mulher_60_69_2001";"interp_mulher_60_69_2002";"interp_mulher_60_69_2003";"interp_mulher_60_69_2004";"interp_mulher_60_69_2005";"interp_mulher_60_69_2006";"interp_mulher_60_69_2007";"interp_mulher_60_69_2008";"interp_mulher_60_69_2009";"interp_mulher_60_69_2010";"interp_mulher_60_69_2011";"interp_mulher_60_69_2012";"interp_mulher_60_69_2013";"interp_mulher_60_69_2014";"interp_mulher_60_69_2015";"interp_mulher_60_69_2016";"interp_mulher_60_69_2017";"interp_mulher_60_69_2018";"interp_mulher_60_69_2019";"interp_mulher_60_69_2020";"interp_mulher_60_69_2021";"interp_mulher_60_69_2022";"interp_mulher_60_69_2023";"interp_mulher_60_69_2024";"interp_homem_70_79_2000";"interp_homem_70_79_2001";"interp_homem_70_79_2002";"interp_homem_70_79_2003";"interp_homem_70_79_2004";"interp_homem_70_79_2005";"interp_homem_70_79_2006";"interp_homem_70_79_2007";"interp_homem_70_79_2008";"interp_homem_70_79_2009";"interp_homem_70_79_2010";"interp_homem_70_79_2011";"interp_homem_70_79_2012";"interp_homem_70_79_2013";"interp_homem_70_79_2014";"interp_homem_70_79_2015";"interp_homem_70_79_2016";"interp_homem_70_79_2017";"interp_homem_70_79_2018";"interp_homem_70_79_2019";"interp_homem_70_79_2020";"interp_homem_70_79_2021";"interp_homem_70_79_2022";"interp_homem_70_79_2023";"interp_homem_60_60_2024";"interp_mulher_70_79_2000";"interp_mulher_70_79_2001";"interp_mulher_70_79_2002";"interp_mulher_70_79_2003";"interp_mulher_70_79_2004";"interp_mulher_70_79_2005";"interp_mulher_70_79_2006";"interp_mulher_70_79_2007";"interp_mulher_70_79_2008";"interp_mulher_70_79_2009";"interp_mulher_70_79_2010";"interp_mulher_70_79_2011";"interp_mulher_70_79_2012";"interp_mulher_70_79_2013";"interp_mulher_70_79_2014";"interp_mulher_70_79_2015";"interp_mulher_70_79_2016";"interp_mulher_70_79_2017";"interp_mulher_70_79_2018";"interp_mulher_70_79_2019";"interp_mulher_70_79_2020";"interp_mulher_70_79_2021";"interp_mulher_70_79_2022";"interp_mulher_70_79_2023";"interp_mulher_70_79_2024";"interp_homem_80_mais_2000";"interp_homem_80_mais_2001";"interp_homem_80_mais_2002";"interp_homem_80_mais_2003";"interp_homem_80_mais_2004";"interp_homem_80_mais_2005";"interp_homem_80_mais_2006";"interp_homem_80_mais_2007";"interp_homem_80_mais_2008";"interp_homem_80_mais_2009";"interp_homem_80_mais_2010";"interp_homem_80_mais_2011";"interp_homem_80_mais_2012";"interp_homem_80_mais_2013";"interp_homem_80_mais_2014";"interp_homem_80_mais_2015";"interp_homem_80_mais_2016";"interp_homem_80_mais_2017";"interp_homem_80_mais_2018";"interp_homem_80_mais_2019";"interp_homem_80_mais_2020";"interp_homem_80_mais_2021";"interp_homem_80_mais_2022";"interp_homem_80_mais_2023";"interp_homem_60_60_2024";"interp_mulher_80_mais_2000";"interp_mulher_80_mais_2001";"interp_mulher_80_mais_2002";"interp_mulher_80_mais_2003";"interp_mulher_80_mais_2004";"interp_mulher_80_mais_2005";"interp_mulher_80_mais_2006";"interp_mulher_80_mais_2007";"interp_mulher_80_mais_2008";"interp_mulher_80_mais_2009";"interp_mulher_80_mais_2010";"interp_mulher_80_mais_2011";"interp_mulher_80_mais_2012";"interp_mulher_80_mais_2013";"interp_mulher_80_mais_2014";"interp_mulher_80_mais_2015";"interp_mulher_80_mais_2016";"interp_mulher_80_mais_2017";"interp_mulher_80_mais_2018";"interp_mulher_80_mais_2019";"interp_mulher_80_mais_2020";"interp_mulher_80_mais_2021";"interp_mulher_80_mais_2022";"interp_mulher_80_mais_2023";"interp_mulher_80_mais_2024"
5103;10935;11453;11995;12562;13157;13780;14432;15115;15831;16580;17365;18304;19293;20336;21435;22594;23815;25102;26459;27890;29397;30986;32661;34426;36287;7649;8146;8675;9238;9838;10477;11157;11882;12653;13475;14350;15251;16209;17226;18308;19458;20680;21978;23358;24825;26384;28040;29801;31672;33661;3991;4297;4627;4982;5365;5777;6220;6697;7211;7765;8361;8724;9103;9499;9911;10342;10791;11260;11749;12260;12792;13348;13928;14533;15164;2735;2982;3252;3546;3867;4217;4598;5014;5467;5962;6501;6901;7326;7777;8256;8765;9304;9877;10485;11131;11816;12544;13316;14136;15006;909;1001;1101;1213;1335;1469;1617;1780;1960;2158;2375;2534;2703;2883;3076;3281;3500;3734;3983;4249;4533;4835;5158;5502;5870;790;865;946;1036;1134;1241;1359;1487;1628;1782;1950;2117;2298;2495;2709;2941;3193;3466;3763;4086;4436;4816;5228;5676;6162
5104;5285;5531;5788;6058;6340;6635;6944;7267;7605;7959;8330;8672;9029;9400;9786;10188;10606;11042;11496;11968;12460;12972;13505;14060;14638;3935;4134;4343;4562;4792;5034;5289;5556;5836;6131;6441;6779;7135;7509;7903;8318;8755;9214;9698;10207;10743;11307;11900;12525;13182;2260;2390;2528;2673;2827;2990;3162;3344;3536;3740;3955;4132;4316;4509;4710;4921;5141;5370;5610;5861;6123;6396;6682;6980;7292;1678;1791;1912;2041;2178;2325;2481;2649;2827;3018;3221;3378;3543;3716;3898;4088;4287;4497;4716;4947;5188;5441;5707;5986;6278;851;902;955;1012;1072;1136;1203;1275;1351;1431;1516;1586;1659;1735;1815;1899;1986;2078;2174;2274;2379;2488;2603;2723;2848;702;744;788;834;884;936;992;1051;1113;1179;1249;1323;1402;1485;1574;1667;1767;1872;1983;2101;2226;2359;2499;2648;2805
5105;7350;7662;7987;8326;8680;9048;9432;9833;10250;10685;11139;11630;12143;12678;13237;13820;14429;15066;15730;16423;17147;17903;18692;19516;20376;6556;6866;7190;7529;7885;8257;8647;9055;9482;9930;10399;10933;11495;12086;12707;13360;14047;14769;15528;16326;17164;18047;18974;19949;20974;3522;3696;3878;4069;4270;4481;4702;4934;5177;5433;5701;5930;6168;6416;6674;6942;7221;7511;7813;8127;8454;8794;9147;9515;9897;2959;3135;3322;3520;3729;3952;4187;4436;4700;4980;5277;5541;5818;6109;6414;6735;7071;7425;7796;8186;8595;9025;9476;9950;10447;1315;1382;1452;1525;1603;1684;1770;1859;1954;2053;2157;2258;2364;2475;2591;2713;2840;2973;3113;3259;3411;3571;3739;3914;4098;1180;1250;1325;1404;1488;1576;1670;1770;1876;1987;2106;2232;2365;2507;2656;2815;2983;3162;3350;3551;3763;3988;4226;4479;4746
5201;53066;55292;57612;60028;62547;65170;67904;70753;73721;76814;80036;83715;87563;91588;95798;100202;104808;109626;114665;119936;125449;131215;137247;143556;150155;59398;62036;64791;67668;70673;73812;77090;80513;84089;87823;91723;96307;101121;106175;111482;117054;122904;129047;135497;142270;149380;156847;164686;172917;181560;25043;26246;27506;28827;30212;31663;33183;34777;36447;38198;40032;41845;43739;45720;47790;49953;52215;54579;57050;59634;62334;65156;68106;71190;74413;28896;30488;32168;33940;35810;37783;39865;42061;44378;46823;49403;51739;54186;56749;59433;62243;65187;68270;71499;74880;78421;82130;86014;90082;94342;8490;8983;9504;10056;10640;11258;11911;12603;13335;14109;14928;15674;16458;17281;18145;19052;20005;21005;22056;23159;24316;25532;26809;28149;29557;11195;11905;12659;13461;14315;15222;16187;17212;18303;19463;20697;21857;23082;24376;25743;27186;28710;30319;32018;33813;35709;37710;39824;42056;44414
5202;9036;9334;9643;9961;10290;10629;10980;11343;11717;12104;12504;12923;13356;13803;14266;14743;15237;15748;16275;16820;17384;17966;18568;19190;19833;8749;9061;9385;9720;10067;10426;10798;11184;11583;11997;12425;12955;13507;14082;14683;15308;15961;16641;17350;18090;18861;19665;20503;21377;22288;4378;4581;4793;5015;5247;5490;5745;6011;6289;6580;6885;7126;7376;7635;7903;8180;8467;8764;9071;9389;9718;10059;10412;10777;11155;4166;4397;4640;4897;5168;5454;5755;6074;6410;6765;7139;7423;7718;8026;8345;8677;9022;9381;9754;10143;10546;10966;11402;11856;12327;1532;1611;1695;1783;1875;1972;2074;2182;2295;2414;2539;2664;2795;2933;3077;3229;3388;3554;3729;3913;4106;4308;4520;4743;4976;1659;1751;1848;1951;2059;2174;2294;2422;2556;2698;2848;3007;3176;3353;3541;3739;3948;4169;4403;4649;4909;5184;5474;5780;6104
5203;11170;11593;12031;12486;12958;13449;13957;14485;15033;15602;16192;16727;17280;17851;18441;19051;19681;20331;21003;21697;22415;23156;23921;24712;25529;10169;10604;11057;11530;12022;12536;13072;13631;14214;14821;15455;16124;16822;17550;18310;19103;19930;20792;21693;22632;23611;24634;25700;26813;27973;5521;5781;6054;6339;6638;6951;7278;7622;7981;8357;8751;9046;9351;9667;9993;10330;10679;11039;11411;11796;12194;12606;13031;13471;13925;5054;5307;5573;5851;6144;6452;6775;7114;7470;7843;8236;8595;8969;9360;9768;10193;10637;11101;11584;12089;12616;13165;13739;14338;14962;2087;2195;2309;2429;2555;2687;2827;2973;3127;3289;3460;3603;3752;3907;4069;4237;4412;4594;4784;4982;5188;5403;5626;5859;6101;2091;2203;2322;2446;2578;2716;2862;3016;3178;3348;3528;3704;3889;4083;4287;4501;4725;4961;5209;5469;5742;6028;6329;6645;6976
5204;7967;8212;8464;8723;8991;9267;9551;9844;10147;10458;10779;11101;11432;11774;12125;12487;12860;13244;13640;14047;14466;14898;15343;15801;16273;7264;7519;7783;8057;8340;8633;8936;9250;9575;9911;10259;10636;11028;11433;11854;12290;12742;13211;13697;14201;14724;15265;15827;16409;17013;3802;3982;4171;4369;4577;4794;5021;5259;5509;5770;6044;6245;6453;6668;6890;7120;7357;7602;7855;8117;8387;8666;8955;9253;9561;3292;3468;3653;3848;4053;4269;4497;4737;4990;5256;5537;5758;5987;6225;6473;6731;6999;7278;7568;7870;8183;8509;8848;9200;9567;1414;1485;1559;1637;1719;1805;1895;1989;2089;2193;2303;2408;2518;2633;2753;2879;3010;3148;3292;3442;3599;3763;3935;4115;4302;1291;1360;1432;1508;1589;1673;1762;1856;1955;2059;2169;2286;2410;2540;2678;2823;2976;3137;3306;3485;3674;3872;4082;4303;4536
5205;12112;12474;12846;13230;13625;14032;14451;14883;15328;15785;16257;16806;17373;17959;18565;19191;19838;20508;21200;21915;22654;23419;24209;25026;25870;10998;11374;11762;12164;12579;13009;13453;13913;14388;14880;15388;15998;16631;17290;17975;18687;19427;20197;20997;21829;22693;23592;24527;25499;26509;6157;6391;6634;6886;7148;7420;7702;7995;8299;8614;8942;9223;9513;9812;10121;10439;10767;11105;11454;11814;12186;12569;12964;13372;13792;5238;5487;5748;6021;6308;6607;6922;7251;7596;7957;8335;8649;8975;9313;9664;10029;10407;10799;11206;11628;12066;12521;12993;13483;13991;2088;2193;2303;2418;2540;2667;2801;2942;3089;3244;3407;3552;3702;3860;4023;4194;4372;4558;4751;4953;5163;5383;5611;5849;6097;2032;2135;2243;2357;2477;2602;2734;2873;3019;3172;3333;3509;3695;3890;4095;4312;4540;4779;5032;5298;5578;5873;6183;6510;6854
5206;13818;14459;15129;15831;16565;17333;18136;18977;19857;20778;21741;22932;24188;25513;26911;28385;29940;31580;33310;35134;37059;39089;41230;43489;45871;13266;13923;14612;15336;16095;16892;17728;18606;19527;20493;21508;22827;24227;25713;27290;28964;30740;32625;34626;36750;39004;41396;43935;46630;49489;6079;6424;6789;7175;7583;8014;8469;8950;9459;9996;10564;11064;11587;12135;12709;13310;13939;14598;15288;16011;16769;17562;18392;19262;20173;5776;6135;6517;6923;7353;7811;8297;8813;9362;9944;10563;11143;11755;12401;13082;13801;14559;15358;16202;17092;18031;19021;20066;21168;22331;2059;2175;2299;2429;2566;2711;2865;3027;3198;3379;3570;3769;3979;4201;4436;4683;4944;5220;5511;5819;6143;6486;6848;7230;7633;2463;2595;2733;2879;3033;3195;3366;3546;3735;3935;4145;4403;4677;4969;5278;5607;5956;6327;6721;7139;7584;8056;8558;9091;9657
5301;32183;33768;35431;37176;39007;40928;42944;45058;47278;49606;52049;54439;56938;59552;62286;65145;68136;71264;74536;77958;81537;85280;89195;93290;97573;36908;39116;41457;43937;46566;49353;52305;55435;58752;62267;65993;69232;72629;76194;79933;83856;87971;92288;96817;101569;106553;111782;117268;123023;129060;12782;13649;14575;15564;16620;17748;18952;20238;21612;23078;24644;25887;27192;28563;30004;31517;33106;34775;36529;38371;40306;42338;44473;46716;49071;17043;18168;19368;20647;22011;23464;25014;26666;28427;30304;32305;34204;36214;38343;40597;42983;45509;48184;51017;54015;57190;60552;64111;67879;71869;3751;4061;4396;4758;5151;5576;6036;6534;7073;7657;8289;8885;9523;10207;10940;11726;12569;13472;14440;15477;16590;17781;19059;20428;21896;6971;7492;8052;8654;9301;9996;10743;11546;12409;13336;14333;15284;16298;17379;18533;19762;21074;22472;23963;25553;27248;29056;30984;33040;35232
